X_DE;X_FE;ESTADO
-0.405648;0.19358576;IR_007
-0.32969333;0.26674556;IR_007
-0.221604;0.32839707;IR_007
-0.03213467;0.32634202;IR_007
0.17736667;0.16481505;IR_007
0.36975733;-0.03123677;IR_007
0.50539067;-0.21084818;IR_007
0.56757333;-0.26880061;IR_007
0.570912;-0.18002242;IR_007
0.54253333;-0.11056172;IR_007
0.47576;0.03493586;IR_007
0.33595333;0.19276374;IR_007
0.15566533;0.38758253;IR_007
-0.03046533;0.61692616;IR_007
-0.15858667;0.73570808;IR_007
-0.204076;0.76612283;IR_007
-0.201572;0.6428198;IR_007
-0.20115467;0.49156808;IR_007
-0.24372267;0.34853657;IR_007
-0.353064;0.22441152;IR_007
-0.48035067;0.18002242;IR_007
-0.59678667;0.18331051;IR_007
-0.74953067;0.23633081;IR_007
-0.892676;0.27784283;IR_007
-0.96570933;0.30455848;IR_007
-0.783752;0.23633081;IR_007
-0.29380267;0.07562586;IR_007
0.38102533;-0.15412879;IR_007
107.630.267;-0.36949808;IR_007
152.076.267;-0.45950929;IR_007
170.230.267;-0.49608919;IR_007
167.183.733;-0.4434799;IR_007
1.512.416;-0.37525222;IR_007
133.421.467;-0.33826131;IR_007
104.834.133;-0.24372899;IR_007
0.75203467;-0.10275253;IR_007
0.461988;0.08425707;IR_007
0.25081733;0.28030889;IR_007
0.22995067;0.38676051;IR_007
0.251652;0.38593848;IR_007
0.29630667;0.28565202;IR_007
0.211588;0.11343879;IR_007
-0.01711067;-0.05918545;IR_007
-0.29839333;-0.20550505;IR_007
-0.62683467;-0.23838586;IR_007
-0.912708;-0.09247727;IR_007
-117.854.933;0.23468677;IR_007
-1.353.412;0.62185828;IR_007
-126.452;0.86558727;IR_007
-0.88266;0.88449374;IR_007
-0.291716;0.60254081;IR_007
0.274188;0.15536182;IR_007
0.68150533;-0.26962263;IR_007
100.702.533;-0.60911697;IR_007
123.530.667;-0.77105495;IR_007
1.337.136;-0.81585505;IR_007
121.402.267;-0.78913939;IR_007
0.714892;-0.69748414;IR_007
-0.11434933;-0.57870222;IR_007
-101.578.933;-0.43978081;IR_007
-171.190.133;-0.32058788;IR_007
-198.108.133;-0.27907586;IR_007
-180.955.733;-0.3337402;IR_007
-124.407.067;-0.46526343;IR_007
-0.391876;-0.60007475;IR_007
0.58802267;-0.61363808;IR_007
159.212.667;-0.45334414;IR_007
2.386.312;-0.07850293;IR_007
281.366.133;0.40772202;IR_007
273.102.933;0.89887909;IR_007
211.629.733;125.769.091;IR_007
1.153.092;127.947.444;IR_007
0.04173333;103.780.051;IR_007
-0.95110267;0.62514636;IR_007
-162.426.133;0.25277121;IR_007
-190.846.533;0.09412131;IR_007
-178.201.333;0.13316727;IR_007
-133.671.867;0.37771828;IR_007
-0.70821467;0.60788394;IR_007
-0.08179733;0.67652263;IR_007
0.36850533;0.61404909;IR_007
0.58927467;0.39374768;IR_007
0.55380133;0.09658737;IR_007
0.3756;-0.19440778;IR_007
0.097656;-0.45498818;IR_007
-0.226612;-0.69090798;IR_007
-0.49036667;-0.88490475;IR_007
-0.659804;-105.054.182;IR_007
-0.602212;-116.932.374;IR_007
-0.31592133;-110.397.313;IR_007
0.070112;-0.88326071;IR_007
0.35348133;-0.52527091;IR_007
0.36474933;-0.1138498;IR_007
0.141476;0.23345374;IR_007
-0.17528;0.47636071;IR_007
-0.448216;0.62925646;IR_007
-0.60888933;0.71721263;IR_007
-0.666064;0.7648898;IR_007
-0.65437867;0.86805333;IR_007
-0.540864;0.81544404;IR_007
-0.30590533;0.75872465;IR_007
0.040064;0.67857768;IR_007
0.41649867;0.4517001;IR_007
0.67608;0.33004111;IR_007
0.81839067;0.1302902;IR_007
0.85177733;-0.00287707;IR_007
0.779996;-0.03205879;IR_007
0.66147333;-0.04315606;IR_007
0.479516;-0.00205505;IR_007
0.286708;0.00698717;IR_007
0.08722267;0.04356707;IR_007
-0.082632;0.08466808;IR_007
-0.19406;0.24167394;IR_007
-0.343048;0.43073859;IR_007
-0.45364133;0.61404909;IR_007
-0.515824;0.70858141;IR_007
-0.479516;0.52773697;IR_007
-0.2817;0.2198904;IR_007
-0.00041733;-0.18947566;IR_007
0.32092933;-0.5532196;IR_007
0.567156;-0.7607797;IR_007
0.747444;-0.80886788;IR_007
0.89476267;-0.75872465;IR_007
0.96362267;-0.71063646;IR_007
0.937748;-0.5819903;IR_007
0.72323867;-0.52691495;IR_007
0.35682;-0.47142859;IR_007
-0.03547333;-0.42292939;IR_007
-0.31508667;-0.53554616;IR_007
-0.36725333;-0.63665465;IR_007
-0.27961333;-0.69460707;IR_007
-0.15357867;-0.63090051;IR_007
-0.06093067;-0.44306889;IR_007
-0.00417333;-0.26551253;IR_007
0.07512;-0.16810313;IR_007
0.19113867;-0.13645535;IR_007
0.32552;-0.11015071;IR_007
0.41775067;-0.05260929;IR_007
0.443208;0.09412131;IR_007
0.45405867;0.25852535;IR_007
0.498296;0.37525222;IR_007
0.57550267;0.47636071;IR_007
0.63768533;0.55897374;IR_007
0.58885733;0.60829495;IR_007
0.4069;0.64199778;IR_007
0.171524;0.61692616;IR_007
-0.05174933;0.53472414;IR_007
-0.20991867;0.47636071;IR_007
-0.28962933;0.43320465;IR_007
-0.299228;0.42128535;IR_007
-0.18195733;0.45087808;IR_007
0.02796133;0.41594222;IR_007
0.28462133;0.32058788;IR_007
0.527092;0.20345;IR_007
0.64060667;0.06288455;IR_007
0.60805467;-0.07357081;IR_007
0.44153867;-0.28277495;IR_007
0.23788;-0.55404162;IR_007
0.095152;-0.75338152;IR_007
0.01252;-0.75461455;IR_007
-0.02670933;-0.54746545;IR_007
-0.073868;-0.20673808;IR_007
-0.10475067;0.12453606;IR_007
-0.078876;0.28688505;IR_007
-0.002504;0.32675303;IR_007
0.09682133;0.3538797;IR_007
0.10725467;0.45704323;IR_007
0.02545733;0.66008222;IR_007
-0.09807333;0.87709556;IR_007
-0.22577733;0.98395818;IR_007
-0.28211733;10.213.601;IR_007
-0.31383467;101.930.505;IR_007
-0.33804;0.94203515;IR_007
-0.31926;0.83476152;IR_007
-0.27544;0.63172253;IR_007
-0.19322533;0.36374394;IR_007
-0.09807333;0.11590485;IR_007
-0.028796;-0.05959646;IR_007
0.01085067;-0.13809939;IR_007
0.01794533;-0.14755263;IR_007
0.027544;-0.16481505;IR_007
0.05341867;-0.19687384;IR_007
0.08930933;-0.09658737;IR_007
0.17068933;0.04110101;IR_007
0.29088133;0.17632333;IR_007
0.43653067;0.23509778;IR_007
0.545872;0.07644788;IR_007
0.51498933;-0.14508657;IR_007
0.343048;-0.30949061;IR_007
0.046324;-0.3497696;IR_007
-0.28754267;-0.27537677;IR_007
-0.534604;-0.17180222;IR_007
-0.64436267;-0.1056296;IR_007
-0.610976;-0.00369909;IR_007
-0.484524;0.14056545;IR_007
-0.272936;0.28688505;IR_007
-0.00041733;0.4434799;IR_007
0.27502267;0.44717899;IR_007
0.51332;0.2889401;IR_007
0.66648133;0.08220202;IR_007
0.711136;-0.09083323;IR_007
0.673576;-0.22235646;IR_007
0.59177867;-0.31935485;IR_007
0.484524;-0.40854404;IR_007
0.40773467;-0.52157182;IR_007
0.33887467;-0.53061404;IR_007
0.26458933;-0.45663222;IR_007
0.16234267;-0.34853657;IR_007
0.06051333;-0.26304646;IR_007
0.022536;-0.36004485;IR_007
-0.05717467;-0.55691869;IR_007
-0.15483067;-0.68145475;IR_007
-0.20991867;-0.69666212;IR_007
-0.17444533;-0.57130404;IR_007
-0.02462267;-0.33620626;IR_007
0.14105867;-0.12289202;IR_007
0.31633867;0.08014697;IR_007
0.433192;0.28277495;IR_007
0.42484533;0.39826879;IR_007
0.36934;0.41553121;IR_007
0.28253467;0.26427949;IR_007
0.22536;0.02918172;IR_007
0.176532;-0.11467182;IR_007
0.11685333;-0.11097273;IR_007
0.12478267;0.03904596;IR_007
0.18154;0.21824636;IR_007
0.33887467;0.35018061;IR_007
0.512068;0.35470172;IR_007
0.62516533;0.30949061;IR_007
0.639772;0.31812182;IR_007
0.48619333;0.31606677;IR_007
0.27836133;0.31277869;IR_007
0.06593867;0.23304273;IR_007
-0.12227867;0.08754515;IR_007
-0.24414;0.00082202;IR_007
-0.30465333;0.01890646;IR_007
-0.23871467;0.14056545;IR_007
-0.028796;0.30085939;IR_007
0.260416;0.43690374;IR_007
0.54545467;0.50800848;IR_007
0.68818267;0.55609667;IR_007
0.71906533;0.61281606;IR_007
0.647284;0.67570061;IR_007
0.428184;0.71762364;IR_007
0.13438133;0.69460707;IR_007
-0.19113867;0.62473535;IR_007
-0.443208;0.48951303;IR_007
-0.61932267;0.32593101;IR_007
-0.62558267;0.08138;IR_007
-0.45489333;-0.19605182;IR_007
-0.259164;-0.38511646;IR_007
-0.13146;-0.4841699;IR_007
-0.040064;-0.36251091;IR_007
0.12812133;-0.14385354;IR_007
0.28796;0.0530203;IR_007
0.38645067;0.20345;IR_007
0.41316;0.15988293;IR_007
0.38812;0.10234152;IR_007
0.28336933;0.03370283;IR_007
0.17694933;-0.06206253;IR_007
0.153996;-0.06822768;IR_007
0.10934133;-0.12042596;IR_007
0.013772;-0.05630838;IR_007
-0.234124;0.03534687;IR_007
-0.50872933;0.1056296;IR_007
-0.58510133;0.28030889;IR_007
-0.55797467;0.36538798;IR_007
-0.414412;0.32921909;IR_007
-0.22953333;0.25729232;IR_007
-0.00626;0.22893263;IR_007
0.32092933;0.22482253;IR_007
0.50914667;0.16974717;IR_007
0.58009333;0.06946071;IR_007
0.61306267;-0.11015071;IR_007
0.46908267;-0.20961515;IR_007
0.15107467;-0.17221323;IR_007
-0.13605067;-0.10357455;IR_007
-0.20991867;0.04274505;IR_007
-0.16943733;0.07973596;IR_007
-0.151492;0.11261677;IR_007
-0.08096267;0.05343131;IR_007
0.14857067;-0.02671566;IR_007
0.35097733;0.02383859;IR_007
0.50246933;-0.10686263;IR_007
0.68400933;-0.25564828;IR_007
0.696112;-0.45087808;IR_007
0.577172;-0.55034253;IR_007
0.276692;-0.44553495;IR_007
0.;-0.29757131;IR_007
-0.07971067;0.00328808;IR_007
-0.216596;0.24126293;IR_007
-0.311748;0.3620999;IR_007
-0.39646667;0.37196414;IR_007
-0.320512;0.29263919;IR_007
-0.05174933;0.1792004;IR_007
0.15983867;-0.02013949;IR_007
0.320512;-0.11138374;IR_007
0.33595333;-0.09329929;IR_007
0.26250267;0.19276374;IR_007
0.06719067;0.46238636;IR_007
-0.14564933;0.59062152;IR_007
-0.24414;0.72543283;IR_007
-0.245392;0.67364556;IR_007
-0.16109067;0.71803465;IR_007
-0.214092;0.60952798;IR_007
-0.18195733;0.36949808;IR_007
0.09723867;0.14097646;IR_007
0.426932;-0.12494707;IR_007
0.658552;-0.25811434;IR_007
0.67399333;-0.29058414;IR_007
0.57884133;-0.03329182;IR_007
0.36767067;0.24742808;IR_007
0.16693333;0.53677919;IR_007
0.04423733;0.72789889;IR_007
-0.13438133;0.75625859;IR_007
-0.251652;0.85572303;IR_007
-0.28378667;0.78215222;IR_007
-0.19865067;0.69337404;IR_007
0.03922933;0.48992404;IR_007
0.32259867;0.2683896;IR_007
0.509564;0.04397808;IR_007
0.52542267;-0.20345;IR_007
0.40105733;-0.24619505;IR_007
0.27585733;-0.27414374;IR_007
0.096404;-0.16563707;IR_007
-0.221604;-0.06863869;IR_007
-0.455728;0.05836343;IR_007
-0.503304;0.11015071;IR_007
-0.301732;-0.02342758;IR_007
-0.023788;-0.1302902;IR_007
0.130208;-0.26099141;IR_007
0.110176;-0.19728485;IR_007
-0.13479867;-0.18536556;IR_007
-0.39229333;-0.14919667;IR_007
-0.584684;-0.08384606;IR_007
-0.72657733;-0.0649396;IR_007
-0.92689733;-0.01685141;IR_007
-1.106.768;-0.06822768;IR_007
-0.947764;0.02589364;IR_007
-0.38645067;-0.00739818;IR_007
0.35848933;-0.07028273;IR_007
0.8764;-0.23550879;IR_007
1.081.728;-0.44676798;IR_007
0.980316;-0.56760495;IR_007
0.72156933;-0.66049323;IR_007
0.49537467;-0.51869475;IR_007
0.236628;-0.49526717;IR_007
-0.042568;-0.4151202;IR_007
-0.43027067;-0.40566697;IR_007
-0.68275733;-0.3904596;IR_007
-0.535856;-0.26304646;IR_007
-0.11351467;-0.25729232;IR_007
0.43152267;-0.18536556;IR_007
0.78709067;-0.25729232;IR_007
0.918968;-0.16769212;IR_007
0.90102267;0.01890646;IR_007
0.75704267;0.19235273;IR_007
0.68567867;0.36333293;IR_007
0.64519733;0.35552374;IR_007
0.57258133;0.51951677;IR_007
0.38645067;0.63953172;IR_007
0.20032;0.81749909;IR_007
0.216596;0.94450121;IR_007
0.26333733;0.84996889;IR_007
0.26208533;0.61651515;IR_007
0.098908;0.23345374;IR_007
-0.30131467;-0.00287707;IR_007
-0.731168;-0.18577657;IR_007
-0.98073333;-0.24126293;IR_007
-0.92981867;-0.34237141;IR_007
-0.668568;-0.27373273;IR_007
-0.44362533;0.01602939;IR_007
-0.28754267;0.23509778;IR_007
-0.06051333;0.42292939;IR_007
0.26625867;0.30291444;IR_007
0.64018933;0.07274879;IR_007
0.85928933;-0.24907212;IR_007
0.796272;-0.51458465;IR_007
0.54128133;-0.57253707;IR_007
0.25707733;-0.57582515;IR_007
0.06426933;-0.49567818;IR_007
-0.08764;-0.46033131;IR_007
-0.216596;-0.30250343;IR_007
-0.280448;-0.10193051;IR_007
-0.247896;0.08343505;IR_007
-0.071364;0.18618758;IR_007
0.211588;0.14056545;IR_007
0.492036;0.03000374;IR_007
0.646032;-0.00863121;IR_007
0.60137733;0.06370657;IR_007
0.42568;0.15577283;IR_007
0.209084;0.47225061;IR_007
-0.00792933;0.59144354;IR_007
-0.180288;0.60007475;IR_007
-0.29255067;0.56513889;IR_007
-0.34263067;0.44512394;IR_007
-0.32343333;0.47060657;IR_007
-0.22536;0.36004485;IR_007
-0.05592267;0.24866111;IR_007
0.10224667;0.09206626;IR_007
0.12311333;0.04438909;IR_007
-0.03213467;0.05466434;IR_007
-0.274188;0.01972848;IR_007
-0.43277467;0.01274131;IR_007
-0.47367333;-0.19276374;IR_007
-0.51165067;-0.32716404;IR_007
-0.533352;-0.43073859;IR_007
-0.51791067;-0.40731101;IR_007
-0.474508;-0.27332172;IR_007
-0.443208;-0.28400798;IR_007
-0.430688;-0.35552374;IR_007
-0.37726933;-0.48129283;IR_007
-0.328024;-0.46320838;IR_007
-0.282952;-0.4352597;IR_007
-0.11309733;-0.24496202;IR_007
0.202824;-0.01931747;IR_007
0.49871333;0.16974717;IR_007
0.679836;0.5573297;IR_007
0.821312;0.72296677;IR_007
0.97739467;0.83640556;IR_007
105.585.333;0.68679788;IR_007
1.042.916;0.21865737;IR_007
0.91855067;-0.25071616;IR_007
0.61932267;-0.6345996;IR_007
0.272936;-0.65884919;IR_007
-0.021284;-0.49485616;IR_007
-0.16359467;-0.10480758;IR_007
-0.216596;0.37607424;IR_007
-0.272936;0.76817788;IR_007
-0.2504;108.588.869;IR_007
-0.165264;113.603.192;IR_007
0.01919733;105.876.202;IR_007
0.24080133;0.89148091;IR_007
0.40272667;0.57048202;IR_007
0.446964;0.22893263;IR_007
0.31466933;0.00657616;IR_007
0.12937333;-0.16769212;IR_007
0.023788;-0.23427576;IR_007
0.01711067;-0.15495081;IR_007
0.06468667;-0.19769586;IR_007
0.12728667;-0.23263172;IR_007
0.18613067;-0.40977707;IR_007
0.24205333;-0.73159798;IR_007
0.28253467;-0.97121687;IR_007
0.305488;-120.384.859;IR_007
0.25749467;-118.453.111;IR_007
0.130208;-0.97573798;IR_007
-0.058844;-0.66501434;IR_007
-0.23746267;-0.31565576;IR_007
-0.27335333;0.0041101;IR_007
-0.215344;0.26469051;IR_007
-0.073868;0.40813303;IR_007
0.11810533;0.54582141;IR_007
0.353064;0.55445263;IR_007
0.66689867;0.51910576;IR_007
0.94442533;0.43649273;IR_007
112.137.467;0.2930502;IR_007
117.103.733;0.08014697;IR_007
1.062.948;-0.13070121;IR_007
0.885164;-0.17755636;IR_007
0.68776533;-0.12371404;IR_007
0.44362533;0.1750903;IR_007
0.152744;0.44882303;IR_007
-0.20574533;0.73694111;IR_007
-0.53752533;0.99053434;IR_007
-0.74911333;0.96628475;IR_007
-0.79961067;0.84133768;IR_007
-0.70112;0.51705071;IR_007
-0.53669067;0.17467929;IR_007
-0.33845733;-0.15125172;IR_007
-0.14481467;-0.31277869;IR_007
0.04382;-0.23263172;IR_007
0.24372267;-0.05877444;IR_007
0.40397867;0.29058414;IR_007
0.4069;0.50800848;IR_007
0.277944;0.57089303;IR_007
0.10475067;0.41224313;IR_007
-0.00626;-0.01356333;IR_007
-0.00459067;-0.39785778;IR_007
0.00584267;-0.71392455;IR_007
-0.020032;-0.80722384;IR_007
-0.117688;-0.68556485;IR_007
-0.20240667;-0.43073859;IR_007
-0.24121867;-0.11754889;IR_007
-0.23871467;0.15412879;IR_007
-0.211588;0.37566323;IR_007
-0.23454133;0.41388717;IR_007
-0.22619467;0.33415121;IR_007
-0.16192533;0.17550131;IR_007
-0.01418933;0.03986798;IR_007
0.216596;-0.04397808;IR_007
0.430688;-0.03986798;IR_007
0.58551867;0.0978204;IR_007
0.63852;0.16358202;IR_007
0.63267733;0.16522606;IR_007
0.60054267;0.10234152;IR_007
0.49662667;0.0365799;IR_007
0.35056;-0.01767343;IR_007
0.16067333;-0.10850667;IR_007
-0.0313;-0.16933616;IR_007
-0.161508;-0.24907212;IR_007
-0.17611467;-0.2523602;IR_007
-0.09348267;-0.21002616;IR_007
-0.03213467;-0.18331051;IR_007
-0.02086667;-0.12207;IR_007
-0.03964667;-0.18043343;IR_007
-0.03839467;-0.25893636;IR_007
-0.03672533;-0.29798232;IR_007
-0.01836267;-0.30168141;IR_007
0.02462267;-0.22153444;IR_007
0.08096267;-0.16317101;IR_007
0.216596;-0.12371404;IR_007
0.39396267;-0.18207747;IR_007
0.578424;-0.25523727;IR_007
0.67190667;-0.25729232;IR_007
0.61807067;-0.16152697;IR_007
0.49996533;0.0649396;IR_007
0.35014267;0.26099141;IR_007
0.20616267;0.45539919;IR_007
0.06218267;0.61199404;IR_007
-0.05341867;0.76160172;IR_007
-0.06593867;0.89723505;IR_007
0.016276;0.86147717;IR_007
0.21450933;0.73324202;IR_007
0.42651467;0.53760121;IR_007
0.54670667;0.44101384;IR_007
0.55380133;0.47060657;IR_007
0.39855333;0.5614398;IR_007
0.195312;0.71433556;IR_007
-0.01794533;0.77064394;IR_007
-0.19113867;0.76817788;IR_007
-0.29338533;0.67241253;IR_007
-0.35974133;0.51499566;IR_007
-0.31091333;0.28976212;IR_007
-0.17444533;0.0041101;IR_007
-0.007512;-0.24249596;IR_007
0.08805733;-0.44717899;IR_007
0.071364;-0.47101758;IR_007
-0.028796;-0.43156061;IR_007
-0.16442933;-0.33168515;IR_007
-0.24998267;-0.22071242;IR_007
-0.232872;-0.25482626;IR_007
-0.15691733;-0.28729606;IR_007
-0.07804133;-0.28935111;IR_007
0.03171733;-0.19194172;IR_007
0.12227867;0.00246606;IR_007
0.22702933;0.18248848;IR_007
0.32385067;0.33456222;IR_007
0.33094533;0.49280111;IR_007
0.272936;0.62514636;IR_007
0.135216;0.60500687;IR_007
0.00459067;0.47636071;IR_007
-0.076372;0.25441525;IR_007
-0.10558533;0.04973222;IR_007
-0.070112;0.03452485;IR_007
-0.028796;0.13809939;IR_007
0.076372;0.34237141;IR_007
0.24747867;0.51294061;IR_007
0.41524667;0.59062152;IR_007
0.51665867;0.60171879;IR_007
0.48661067;0.58445636;IR_007
0.34346533;0.57705818;IR_007
0.16276;0.50307636;IR_007
0.021284;0.43813677;IR_007
-0.05300133;0.3337402;IR_007
-0.08304933;0.31154566;IR_007
-0.11601867;0.36867606;IR_007
-0.14314533;0.37566323;IR_007
-0.12311333;0.30538051;IR_007
-0.04382;0.05466434;IR_007
0.052584;-0.27948687;IR_007
0.117688;-0.65843818;IR_007
0.13354667;-0.88654879;IR_007
0.13354667;-0.93710303;IR_007
0.11184533;-0.87709556;IR_007
0.08597067;-0.70241626;IR_007
0.055088;-0.52033879;IR_007
-0.02712667;-0.25852535;IR_007
-0.11727067;-0.03452485;IR_007
-0.17736667;0.06781667;IR_007
-0.16317733;0.06576162;IR_007
-0.098908;-0.06617263;IR_007
-0.01335467;-0.1261801;IR_007
0.10808933;-0.11179475;IR_007
0.24873067;-0.03205879;IR_007
0.40898667;0.10151949;IR_007
0.55046267;0.11015071;IR_007
0.62933867;0.10768465;IR_007
0.61348;0.05671939;IR_007
0.47242133;0.05014323;IR_007
0.280448;0.1504297;IR_007
0.10099467;0.21002616;IR_007
-0.01961467;0.25441525;IR_007
-0.03797733;0.23057667;IR_007
-0.00959867;0.28606303;IR_007
0.067608;0.36292192;IR_007
0.167768;0.41265414;IR_007
0.284204;0.45087808;IR_007
0.39730133;0.37196414;IR_007
0.39229333;0.30373646;IR_007
0.30715733;0.27537677;IR_007
0.15691733;0.37360818;IR_007
-0.00333867;0.48170384;IR_007
-0.07219867;0.40977707;IR_007
-0.06343467;0.20797111;IR_007
0.02837867;-0.11426081;IR_007
0.155248;-0.45909828;IR_007
0.304236;-0.76612283;IR_007
0.43277467;-0.96094162;IR_007
0.489532;-105.835.101;IR_007
0.47409067;-106.163.909;IR_007
0.355568;-0.89476899;IR_007
0.18362667;-0.67487859;IR_007
0.02337067;-0.39333667;IR_007
-0.08179733;-0.11713788;IR_007
-0.092648;0.0164404;IR_007
0.008764;0.11302778;IR_007
0.20324133;0.13070121;IR_007
0.50789467;0.14467556;IR_007
0.90561333;0.17796737;IR_007
132.002.533;0.13768838;IR_007
152.326.667;0.13933242;IR_007
126.535.467;0.08261303;IR_007
0.53627333;0.16604808;IR_007
-0.50288667;0.30702455;IR_007
-147.694.267;0.40607798;IR_007
-212.422.667;0.55116455;IR_007
-231.953.867;0.52157182;IR_007
-213.632.933;0.56637192;IR_007
-182.499.867;0.65432808;IR_007
-142.728;0.7772201;IR_007
-0.947764;0.86435424;IR_007
-0.34388267;0.73036495;IR_007
0.26959733;0.49978828;IR_007
0.652292;0.21495828;IR_007
0.65396133;-0.00205505;IR_007
0.21200533;-0.16070495;IR_007
-0.307992;-0.18002242;IR_007
-0.508312;-0.19153071;IR_007
-0.260416;-0.24167394;IR_007
0.27836133;-0.31976586;IR_007
0.75453867;-0.54705444;IR_007
0.994088;-0.82530828;IR_007
0.97614267;-117.918.798;IR_007
0.87222667;-135.879.939;IR_007
0.75286933;-12.572.799;IR_007
0.480768;-0.88079465;IR_007
0.036308;-0.22564455;IR_007
-0.51540667;0.40361192;IR_007
-0.96570933;0.9601196;IR_007
-108.631.867;136.619.758;IR_007
-0.80795733;153.060.162;IR_007
-0.21284;151.662.727;IR_007
0.464492;129.755.889;IR_007
110.843.733;0.95929758;IR_007
163.594.667;0.60336283;IR_007
195.019.867;0.32757505;IR_007
199.694;0.24496202;IR_007
1.562.496;0.37689626;IR_007
0.63685067;0.61980323;IR_007
-0.515824;0.83517253;IR_007
-157.960.667;0.87956162;IR_007
-229.324.667;0.6551501;IR_007
-258.538;0.19605182;IR_007
-244.098.267;-0.48129283;IR_007
-1.914.308;-113.726.495;IR_007
-107.838.933;-161.485.869;IR_007
0.01460667;-186.516.384;IR_007
115.601.333;-181.091.051;IR_007
204.660.267;-157.088.061;IR_007
243.096.667;-120.097.152;IR_007
225.652.133;-0.84339273;IR_007
171.357.067;-0.62473535;IR_007
108.089.333;-0.45211111;IR_007
0.548376;-0.28359697;IR_007
0.14606667;-0.07480384;IR_007
-0.15232667;0.28030889;IR_007
-0.333032;0.57705818;IR_007
-0.36349733;0.76817788;IR_007
-0.19865067;0.84421475;IR_007
0.108924;0.71186949;IR_007
0.39396267;0.63213354;IR_007
0.56047867;0.53965626;IR_007
0.518328;0.48499192;IR_007
0.351812;0.5248599;IR_007
0.19739867;0.53965626;IR_007
0.11685333;0.56924899;IR_007
0.17194133;0.44553495;IR_007
0.30256667;0.22975465;IR_007
0.490784;-0.02589364;IR_007
0.68693067;-0.19235273;IR_007
0.81964267;-0.23715283;IR_007
0.80670533;-0.26345747;IR_007
0.61556667;-0.10809566;IR_007
0.24831333;0.0489102;IR_007
-0.27210133;0.22235646;IR_007
-0.84050933;0.42868354;IR_007
-134.256.133;0.50965253;IR_007
-163.552.933;0.46772949;IR_007
-170.605.867;0.20345;IR_007
-153.203.067;-0.19153071;IR_007
-1.148.084;-0.65104;IR_007
-0.69444267;-0.99752152;IR_007
-0.24706133;-11.516.503;IR_007
0.090144;-10.821.896;IR_007
0.245392;-0.70611535;IR_007
0.227864;-0.29387222;IR_007
0.14189333;0.07151576;IR_007
0.071364;0.24208495;IR_007
0.04924533;0.18207747;IR_007
0.11685333;0.09412131;IR_007
0.23203733;0.03370283;IR_007
0.35848933;0.11837091;IR_007
0.418168;0.32264293;IR_007
0.334284;0.6144601;IR_007
0.14064133;0.86312121;IR_007
-0.15107467;0.94039111;IR_007
-0.45864933;0.91449747;IR_007
-0.67524533;0.71351354;IR_007
-0.74911333;0.4800598;IR_007
-0.61139333;0.28441899;IR_007
-0.2817;0.12946818;IR_007
0.20240667;0.13357828;IR_007
0.73200267;0.20838212;IR_007
109.883.867;0.38758253;IR_007
1.191.904;0.64364182;IR_007
0.95819733;0.91696354;IR_007
0.52917867;111.548.141;IR_007
0.076372;119.028.525;IR_007
-0.35139467;121.987.798;IR_007
-0.70904933;119.398.434;IR_007
-101.370.267;11.557.604;IR_007
-118.647.867;0.98560222;IR_007
-113.264.267;0.67405657;IR_007
-0.842596;0.18248848;IR_007
-0.36975733;-0.52650394;IR_007
0.11977467;-125.234.778;IR_007
0.53126533;-191.078.596;IR_007
0.80294933;-23.234.401;IR_007
0.91437733;-248.209;IR_007
0.92188933;-23.234.401;IR_007
0.87180933;-191.530.707;IR_007
0.77832667;-136.208.747;IR_007
0.60722;-0.74392828;IR_007
0.39980533;-0.22153444;IR_007
0.25749467;0.12248101;IR_007
0.21367467;0.12289202;IR_007
0.227864;0.12412505;IR_007
0.272936;0.01315232;IR_007
0.29463733;-0.01315232;IR_007
0.289212;0.21372525;IR_007
0.32844133;0.34730354;IR_007
0.39354533;0.60541788;IR_007
0.49537467;0.74392828;IR_007
0.595952;0.80229172;IR_007
0.70195467;0.7040603;IR_007
0.862628;0.39210364;IR_007
101.578.933;0.07644788;IR_007
111.428;-0.25441525;IR_007
1.055.436;-0.33127414;IR_007
0.83424933;-0.29263919;IR_007
0.48494133;-0.10234152;IR_007
0.141476;0.08836717;IR_007
-0.04966267;0.07932495;IR_007
-0.11309733;0.08261303;IR_007
-0.067608;-0.05096525;IR_007
0.00959867;-0.16563707;IR_007
0.127704;-0.2318097;IR_007
0.29380267;-0.33497323;IR_007
0.44487733;-0.44676798;IR_007
0.53669067;-0.58856646;IR_007
0.461988;-0.60952798;IR_007
0.224108;-0.63295556;IR_007
-0.07804133;-0.53636818;IR_007
-0.37393067;-0.35470172;IR_007
-0.54462;-0.24701707;IR_007
-0.59511733;-0.05877444;IR_007
-0.567156;0.10069747;IR_007
-0.48285467;0.29510525;IR_007
-0.38978933;0.44841202;IR_007
-0.27460533;0.47225061;IR_007
-0.17444533;0.44841202;IR_007
-0.11268;0.38963758;IR_007
-0.07845867;0.40813303;IR_007
-0.048828;0.44717899;IR_007
-0.026292;0.52033879;IR_007
0.01711067;0.59349859;IR_007
0.09682133;0.64610788;IR_007
0.140224;0.73817414;IR_007
0.13938933;0.77680909;IR_007
0.11351467;0.76160172;IR_007
0.09348267;0.61774818;IR_007
0.102664;0.35470172;IR_007
0.11226267;0.11261677;IR_007
0.057592;0.02137253;IR_007
-0.08304933;0.16851414;IR_007
-0.28128267;0.45745424;IR_007
-0.44529467;0.81873212;IR_007
-0.49245333;109.287.586;IR_007
